average_price,loupan_type,loupan_detailAddress,loupan_title,loupan_region
8200,住宅,芙蓉-芙蓉区人民东路469号（人民东路与杉木路交汇处东北角）,长房东云台,芙蓉
18000,住宅,岳麓-岳麓区梅溪湖环湖路1099号,金茂广场,岳麓
13000,住宅,芙蓉-营盘东路与浏阳河风光带交界处（营盘路浏阳河大桥附近）,万科金域蓝湾三期,芙蓉
8300,住宅,芙蓉-芙蓉区马王堆路238号（芙蓉区反渎职侵权局斜对面）,惠通才郡,芙蓉
6500,住宅,天心-天心芙蓉南路与万家丽路交汇处东侧（长沙理工大学云塘校区旁）,卢浮原著,天心
7000,住宅,天心-天心区中意路与新谷路交汇处东南角,奥莱名邸,天心
9000,住宅,雨花-香樟路589号,旭辉香樟公馆,雨花
8000,住宅,长沙县-经济开发区开元东路222号,深业睿城,长沙县
8000,住宅,雨花-雨花区桃花塅路608号（汽车南站东南侧）,卓越蔚蓝城邦,雨花
9150,住宅,岳麓-岳麓区潇湘大道与南二环交汇处东南角（猴子石桥西侧）,兰亭湾畔,岳麓
7500,住宅,天心-雨花区时代阳光大道与万芙路交汇处东南角（长沙新广电中心以东）,才子嘉都,天心
7600,住宅,天心-天心区书院路与赤岭路交汇处（卡斯迪酒店对面）,江山如画,天心
14500,住宅,雨花-雨花区黄土岭路与雨花路交汇处西南角,建发中央公园,雨花
12000,住宅,开福-开福区东风路360号（鸥波港湾旁）,上园,开福
9800,商业类,雨花-雨花区树木岭立交桥东南侧（湖南省华云机器厂旁）,叠彩兰亭,雨花
8000,住宅,岳麓-岳麓区枫林三路与麓云路交汇处东北角（梅岭公园斜对门）,恒泰广场,岳麓
10000,住宅,雨花-雨花区洞井路43号（山水庭院斜对面）,南城印象,雨花
8000,住宅,雨花-雨花区万家丽南路与万芙路交汇处西南角（湖南省人大新址对面）,恒生碧水龙庭,雨花
8800,商业类,岳麓-岳麓区东方红中路406号,华侨假日中心,岳麓
5700,住宅,长沙县-经济开发区黄兴大道218号,海伦春天,长沙县
16000,住宅,天心-天心区芙蓉南路二段252号,海尔鸿玺,天心
5700,住宅,长沙县-经济开发区漓湘路与小塘路交汇处东南100米,佳美紫郡,长沙县
7500,住宅,开福-开福区东二环二段690号,海洋半岛,开福
4000,住宅,宁乡-宁乡县二环南路与安康路交汇处东南角（立交桥北侧）,金色夏威夷,宁乡
5500,住宅,长沙县-经济开发区东六线与螺丝塘路相交处,中国铁建国际城,长沙县
4600,住宅,长沙县-经济开发区万家丽北京珠高速与三环线交汇处（新东方烹饪学校旁）,中安善化国际,长沙县
10000,住宅,岳麓-茶子山东路166号,协信星澜汇,岳麓
24000,商业类,天心-湘江中路二段36号,华远华中心,天心
13000,住宅,天心-天心区新韶西路398号,湘江雅颂居,天心
6750,住宅,开福-开福区秀峰路69号,恒鑫山水卿卿,开福
5200,住宅,天心-天心芙蓉南路四段1109号（轻轨长沙生态动物园站）,中悦领秀城,天心
6200,住宅,长沙县-经济开发区漓湘东路与东九路交汇处的西南角（警校北门东边）,湘楚华庭,长沙县
6200,住宅,开福-开福区东二环与浏阳河交汇处西南角(四方物业便利店北面）,世方水岸,开福
7600,住宅,天心-天心区芙蓉南路与雀园路交汇处往东100米,碧桂园城市花园,天心
10500,住宅,雨花-雨花区万家丽中路与长塘路交汇处（雨花区政府南600米）,泰禹云开壹品,雨花
11000,住宅,天心-芙蓉南路与万家丽路交汇处东南角（地铁1号线尚双塘站）,橘郡礼顿山,天心
7350,住宅,开福-开福区陡岭路152号（佳阳悦景馨都东北面）,宜家湘颂,开福
13000,住宅,岳麓-岳麓区金星路与佑姆塘路交汇处西北角,万象府台,岳麓
7400,住宅,天心-天心区姚南路169号九峰小区南门西侧（雀园路旁）,九峰远见,天心
11000,商业类,岳麓-岳麓区学士路与象嘴路交汇处东南角,洋湖style,岳麓
8580,住宅,开福-开福区三一大道与陡岭路交汇处东北角（交通银行科大支行西面）,梦泽园美美公馆,开福
8500,住宅,岳麓-岳麓区麓松路239号,嘉和城,岳麓
11000,商业类,岳麓-岳麓区含光路与观沙岭路交汇处东南角（施家港水上公园西北侧）,当代滨江MOMA,岳麓
14000,住宅,芙蓉-芙蓉区人民东路329号,湘域熙岸,芙蓉
5500,住宅,天心-天心区南湖大道与南北干道交汇处西北角（生态动物园附近）,佛奥康桥水岸,天心
11000,住宅,开福-捞刀河镇楚家湖东沿岸（加油站对面）,鸿涛翡翠湾,开福
7600,住宅,雨花-雨花区时代阳光大道469号,宏聚地中海,雨花
8200,商业类,岳麓-岳华路702号,中交里城,岳麓
8000,住宅,雨花-万芙北路439号,嘉福长安郡,雨花
9500,住宅,雨花-雨花区湘府路与韶山路交汇处,复地星光天地,雨花
9000,住宅,天心-天心区湘府路与书香路交汇处向南800米,东能华府,天心
8200,住宅,雨花-雨花区韶山南路与新韶路交汇处车检所旁,红星国际公馆,雨花
15000,住宅,岳麓-岳麓洋湖垸长湾路与滨柳路交汇处东北角（靳江旁）,恒伟西雅韵公馆,岳麓
16000,别墅,岳麓-岳麓区正兴路118号,山水英伦庄园,岳麓
7200,住宅,望城-望城区金星大道与月亮岛路交汇处东南角（长高集团对面）,明发国际城,望城
23800,住宅,雨花-雨花区沙湾路289号,运达中央广场,雨花
7800,商业类,雨花-雨花区杉木冲路325号（洞井小区站附近）,中扬国际,雨花
8000,住宅,雨花-体院路与白冶路交汇处东南角（泰禹砂子塘小学东面100米处）,合能枫丹丽舍,雨花
14000,别墅,岳麓-雨花区含浦中路793号,星语林汀湘十里,岳麓
7700,住宅,望城-望城区金星西路与雷锋大道交汇处西北角（大湖中学公交站以北100米）,熙庭原著,望城
13000,住宅,芙蓉-芙蓉区车站中路与人民中路交汇处（长沙火车站往南300米）,宇成朝阳广场,芙蓉
15300,住宅,天心-天心区芙蓉中路神农大酒店西150米（雅礼天心中学正对面）,荣悦台,天心
6100,住宅,天心-天心区芙蓉南路与高云路交汇处,金谷豪庭,天心
6800,住宅,芙蓉-芙蓉区东岸街道东屯社区人民路与杉木路交汇处,盛隆佳园,芙蓉
6500,住宅,长沙县-经济开发区东六线与盼盼路交汇处东北角（泉塘公园北侧）,海德公园,长沙县
4500,住宅,宁乡-宁乡县灰汤镇灰汤村迎宾路,雅居乐依云小镇,宁乡
6700,住宅,雨花-雨花区井湾路与洞井路交汇处东北角（洞井路口以西）,旺景园,雨花
4450,住宅,宁乡-宁乡县花明北路与金州大道交汇处西南角（宁乡县政府南面）,绿地中央花园,宁乡
6600,住宅,长沙县-经济开发区开元东路189号（黄兴大道与开元路交汇处东北角）,电建地产星湖湾,长沙县
20000,住宅,雨花-雨花区人民中路152号（地质中学站附近）,中隆国际嘉熙中心,雨花
10000,住宅,雨花-雨花区圭塘路五矿万境水岸一期会所,五矿万境园,雨花
4800,住宅,长沙县-经济开发区人民东路与黄兴大道交汇处,东方美地,长沙县
7600,住宅,天心-雨花区汇金路与黄谷路交叉口,五矿万境蓝山,天心
5000,住宅,宁乡-宁乡县二环西路与文体路交汇处东南角（宁乡县神经病医院东北角）,兆基君城,宁乡
8900,商业类,雨花-雨花区香樟东路与黎托路交汇处西南角（长沙火车南站附近）,绿地之窗,雨花
7800,商业类,开福-福元中路28号,富兴旺角,开福
9500,住宅,雨花-万家丽中路三段189号,美洲故事,雨花
8800,商业类,芙蓉-芙蓉区浏阳大道二段98号,鑫科明珠,芙蓉
9000,商业类,岳麓-岳麓区枫林路与东方红路交汇处东北角（梅溪湖步步高新天地对面）,梅溪峰汇,岳麓
8500,别墅,宁乡-宁乡县灰汤镇将军路8号（东鹜山桃花谷景区西北边）,龙熙温泉庄园,宁乡
11000,住宅,岳麓-金星路与枫林路交汇处,恩瑞御西湖,岳麓
4800,住宅,宁乡-宁乡县诣园北路与金洲大道交汇处东北角（金洲大桥金洲湖西侧）,蓝月谷裕源国际山庄,宁乡
8500,商业类,岳麓-岳麓区文轩路579号（涉外经济学院北门）,天元涉外景园,岳麓
5000,住宅,宁乡-宁乡县二环路与花明北路交汇处西北角（天元大酒店北面）,金融街中央领御,宁乡
7000,商业类,天心-天心区芙蓉南路二段249号（中建芙蓉和苑旁）,中建偶寓,天心
15000,住宅,岳麓-岳麓区秀峰路与梅浦联络线交汇处（周南梅溪湖中学旁）,梅溪正荣府,岳麓
8500,住宅,岳麓-岳麓区银杉路与谷岳路交汇处西南角（金麓小区公交站北侧）,纳爱斯阳光丽城,岳麓
850,别墅,岳麓-洋湖垸坪塘大道与岳塘路交汇处东南角,北大资源时光,岳麓
7000,住宅,长沙县-经济开发区开元东路189号（洪家铺子以南）,宁华星湖湾,长沙县
9900,住宅,芙蓉-车站中路159号,凯通公馆,芙蓉
6500,商业类,雨花-雨花区环保大道与圭白路交汇处东南角（比亚迪正对面）,南庭城果,雨花
8800,住宅,开福-开福区芙蓉北路与北二环路交汇处东北角（秀峰山公园西南角）,顺天御岭,开福
9000,商业类,天心-天心区书院路与赤岭路交汇处西北角（长沙理工大学以西200m）,乾城,天心
13000,商业类,天心-芙蓉区芙蓉中路与人民路交汇处西南角（同发大酒店旁）,众东国际,天心
9500,住宅,雨花-雨花区植物园路111号（植物园西门旁）,植物原著,雨花
5000,住宅,长沙县-经济开发区漓湘东路与长桥路交汇处,豪都新天地,长沙县
4500,别墅,天心-天心区湘江中路与南湖路交汇处东南角,中建江山壹号,天心
4700,住宅,开福-开福区太阳山路688号（青竹湖国际会展中心南侧）,水映加州依云郡,开福
13000,商业类,芙蓉-芙蓉区车站北路465号烈士公园东门对面（步步高超市旁）,长盛上东区,芙蓉
4600,住宅,浏阳-浏阳市石霜北路123号（行政中心对面）,浏阳碧桂园,浏阳
13000,住宅,岳麓-岳麓区洋湖垸潇湘南路一段508号（洋湖大道与潇湘大道交汇处西南角）,中国电建湘熙水郡二期,岳麓
15000,商业类,开福-芙蓉区人民东路139号宇成国际酒店大堂,宇成开福广场,开福
5900,住宅,长沙县-经济开发区星沙大道与漓湘路交汇处西南角,楚天世纪城西苑,长沙县
5000,商业类,宁乡-宁乡县花明北路与一环路的交汇处东南角（大润发旁）,天祺佰潮汇,宁乡
4900,住宅,长沙县-长沙县黄花镇中心黄谷路与小塘路交汇处,空港国际星城,长沙县
5800,住宅,浏阳-浏阳市白沙路与浏阳大道交汇处东北角（浏阳市政府以南）,浏阳恒大华府,浏阳
13800,住宅,开福-开福区东风路248号,鸥波港湾,开福
9300,商业类,芙蓉-芙蓉区紫薇路与火炬交汇处东南角（芙蓉苑对面）,华泰尚都,芙蓉
4000,住宅,浏阳-浏阳市浏阳河南岸将军路天马大桥东侧,新月半岛,浏阳
4000,住宅,浏阳-浏阳市花炮大道以北，礼花路以西,太悦城,浏阳
12000,住宅,雨花-雨花区劳动东路与花侯路交汇处东侧（武广高铁站北）,万科魅力之城,雨花
6000,住宅,望城-望城区银星路999号,澳海澜庭,望城
6000,住宅,望城-望城区金星大道和月亮岛路交汇处西南角（长高集团南面）,润和又一城,望城
8800,住宅,岳麓-岳麓区学士路与象嘴路交汇处东南角,洋湖style,岳麓
7400,住宅,岳麓-岳麓区洋湖大道与含浦大道交叉口东北角（洋湖湿地公园西岸）,邦盛水岸御园,岳麓
200,住宅,岳麓-岳麓区坪塘大道与洋湖大道的交汇处往东100米（洋湖湿地公园一期东门左侧）,旷远洋湖18克拉,岳麓
4200,住宅,望城-望城区班马湖公园西南100米（雷锋主题公园对面）,联诚现代城,望城
9600,住宅,岳麓-岳麓区潇湘北路与含光路交汇处东南角（施家港水上公园北侧）,万科里金域滨江,岳麓
8000,住宅,天心-天心区芙蓉南路与木莲冲路交汇处西北角（省劳动厅公交站附近）,和庄二期,天心
5500,住宅,岳麓-岳麓区岳麓莲坪大道与潇湘大道交汇处东南角（坪塘中国工商银行对面）,众星湘港公馆,岳麓
8250,住宅,天心-天心区芙蓉南路与时代阳光大道交汇处东南角（金房国际酒店对面）,兴汝金城,天心
7500,住宅,雨花-雨花区曲塘路579号（长沙大道口公交站附近）,半山壹号,雨花
5600,住宅,岳麓-望城区雷锋大道48号,阳光晶城,岳麓
8300,住宅,开福-开福世界之窗对面（长沙市三一大道与汽配城路交汇处西南面）,旺德府恺悦国际,开福
13000,住宅,岳麓-潇湘北路三段1060号,万科里金域国际,岳麓
6400,住宅,岳麓-岳麓区含光路与谷丰路交汇处西南角（岳麓区政府西侧）,广泰锦苑,岳麓
8250,住宅,长沙县-经济开发区湘龙街道西霞路79号（星沙生态公园以西）,艾美潇湘,长沙县
6800,住宅,岳麓-岳麓区雷锋大道468号（雷锋大道东侧静园山庄旁）,金科世界城,岳麓
7000,住宅,长沙县-经济开发区特立西路与锦绣路交汇处东南角（国防科大工程兵学院对面）,筑梦星园,长沙县
5400,住宅,长沙县-经济开发区万家丽北路与湘龙路交汇处往西300米,保利香槟国际,长沙县
15000,住宅,开福-开福区福元西路与车站北路交汇处东南角,五矿沁园金城,开福
13000,住宅,开福-车站北路919号,第一湾,开福
4600,住宅,望城-望城金星北路与银星路交汇处东北角（好来坞购物广场南侧）,玛丽的花园,望城
8000,住宅,岳麓-岳麓区银杉路与谷山路交汇处西北角（岳鞍阁公园东面）,滨江一号,岳麓
9000,住宅,雨花-天心区新韶山南路与万家丽南路交汇处（长理云塘校区东门斜对面,海伦堡爱ME城市,雨花
6800,别墅,天心-雨花区汇金路与黄谷路交叉口,五矿万境蓝山,天心
6800,住宅,岳麓-岳麓映日路与看云路交汇处西南角（湖南涉外经济学院南面),和泓梅溪四季,岳麓
8000,住宅,雨花-雨花区香樟东路与黎托路交汇处西南角（长沙火车南站附近）,绿地之窗,雨花
11000,住宅,天心-天心区湘江中路南郊公园以北500米（火车头公园旁）,慢步江湾,天心
8000,住宅,岳麓-岳麓区文轩路579号（涉外经济学院北门）,天元涉外景园,岳麓
5500,住宅,雨花-天心区韶山南路与万家丽路交汇处东南角（理工大学云塘校区对面）,丽发新城,雨花
9500,住宅,岳麓-岳麓区玉兰路577号,达美D6区,岳麓
7100,住宅,岳麓-岳麓区咸嘉湖西路与望岳路交汇处东南角（商学院南门）,中央美郡,岳麓
12000,住宅,雨花-雨花区花侯路与曲塘路交汇处往西300米,恒大国际广场,雨花
6500,住宅,雨花-洞井中路与木莲冲路交汇处西南角,园康星都荟,雨花
7350,住宅,岳麓-岳麓区青山路与尖山路交汇处东北角（岳麓大道尖山路口北300米）,麓谷小镇,岳麓
6200,住宅,长沙县-经济开发区东三路116号,湖湾世景,长沙县
6800,住宅,岳麓-岳麓区中央大道与公交路交汇处东北角,合能洋湖公馆三期,岳麓
17000,住宅,岳麓-岳麓区梅溪湖路与近湖二路交汇处西南角（近湖二路口公交站附近）,万科里梅溪郡,岳麓
7400,住宅,岳麓-岳麓区车塘河路90号,公园尚,岳麓
9500,住宅,芙蓉-芙蓉区远大路1159号,辉煌国际城,芙蓉
6000,住宅,雨花-雨花区万家丽南路和环保大道交汇处西南角（新兴路口站附近）,绿地新都会,雨花
320,别墅,望城-望城区金星大道与银星路交汇处东南角（谷山公园旁）,山与墅,望城
6100,住宅,雨花-雨花区自然岭路241号（树木岭立交桥站以南）,龙瑞尚苑,雨花
4700,住宅,望城-望城区望城大道与旺旺东路交汇处东北角,正荣财富中心,望城
6400,住宅,天心-天心区杉木冲路与刘家冲路交汇处西北角,湘府邻伴,天心
280,别墅,望城-望城区金星大道109号（美特新材料科技公司斜对面）,晟通专家村,望城
8800,住宅,雨花-雨花区万家丽路朝晖路口,锦湘国际星城四期,雨花
5200,住宅,天心-天心区芙蓉南路生态动物园南2公里,凯富南方鑫城,天心
4800,住宅,天心-长沙县暮云镇芙蓉南路生态动物园往南1.8公里,幸福庄园,天心
80,别墅,宁乡-宁乡县灰汤镇灰汤村迎宾路,雅居乐依云小镇,宁乡
5400,住宅,望城-望城区金星大道与普瑞大道交汇处西北角（南塘湾公交车站东南处）,浩龙音乐界,望城
8999,住宅,开福-开福区湘江大道326号,凯乐国际城,开福
8500,住宅,雨花-雨花区万芙路与迎新路交汇处东北角,英泰汇景豪庭,雨花
3500,住宅,望城-望城区郭亮北路70号（望城汽车站斜对面）,中鼎江岸花城,望城
4900,住宅,望城-望城区黄金大道与雷锋大道交汇处西南角（龙湖高尔夫以南）,荣盛岳麓峰景,望城
5800,住宅,岳麓-岳麓区东方红路与桐梓坡西路交汇处往南500米（师大附小西侧）,麓谷星辰,岳麓
12000,别墅,雨花-雨花区中国4A级石燕湖生态景区（跳马中心小学以北约50米）,佳兆业天墅,雨花
8300,住宅,雨花-雨花区时代阳光大道与万家丽路交汇往东300米（花卉路口站附近）,中航城国际社区,雨花
6500,住宅,望城-望城区金星大道与银星路交汇处西南角（星城实验小学以南）,龙湖湘风星城,望城
6000,住宅,芙蓉-沙湾路1688号,长房白沙湾,芙蓉
4600,住宅,望城-望城区雷锋大道25号（斑马湖公园对面）,丽景华庭,望城
18000,住宅,雨花-雨花区劳动东路与古曲路交汇处,京武浪琴山,雨花
4000,住宅,望城-望城区金星北路四段89号,港湘新天地,望城
6800,住宅,开福-开福区兴联路360号,钱隆世家,开福
4900,住宅,望城-望城区马桥河路与同心路交汇处西北角（绿地香树花城对面）,中航山水蓝天,望城
650,别墅,望城-雷锋大道金地三千府,金地三千府,望城
7100,住宅,岳麓-枫林三路238号,地华梅溪湖畔,岳麓
3800,住宅,长沙县-星沙开元东路与蓝田路交汇处,长龙湾,长沙县
17500,别墅,望城-望城黄金大道与雷锋大道交汇处西北角（洗心禅寺东南侧）,中粮自然天城,望城
9500,住宅,芙蓉-芙蓉区远大路与农园路交汇处东南角（临近汽车东站）,恒大江湾,芙蓉
6300,住宅,望城-望城区银星路999号,润和紫郡,望城
10000,住宅,岳麓-岳麓区桐梓坡路与嘉运路交界处西南角（师大附中高新实验中学对面）,中冶中央公园,岳麓
8200,写字楼,岳麓-嘉运路69号,麓谷新世界,岳麓
33000,别墅,岳麓-环湖路798号,达美溪湖湾,岳麓
25000,住宅,天心-湘江中路二段36号,华远华中心,天心
5700,住宅,望城-望城星城镇杨峰村桑梓村,CROSS尚公馆,望城
23000,写字楼,天心-湘江中路二段36号,华远华中心,天心
5200,住宅,开福-湘江北路二段65号,雅居乐花园,开福
5900,住宅,开福-经济开发区319国道与京株高速公路交汇处,星城雅郡,开福
8600,住宅,开福-开福区三一大道与陡岭路交汇处（国防科大斜对面）,福泽园,开福
18000,住宅,天心-天心区书院路9号,保利国际广场,天心
